18	8	-4	3	0	-14	-14	2	-4	14	-5	0	-23	16	-3	0	-13	1	-23	25	-32	-10	-13	8	18	-6	-5	-4	-14	4	4	-3	-18	21	11	-36	-6	-30	27	-9	1	-22	43	16	9	1	-21	-25	5	39	-15	-33	-11	-15	2	-16	16	11	-11	13	-10	-13	-22	-5	19	-14	-35	38	-21	-15	18	-11	8	-4	-9	23	-27	3	-4	18	-8	-29	-17	0	-9	9	-22	-15	33	-16	-12	-34	12	-6	-4	20	-13	-31	5	-26	-6	-18	28	11	-25	-9	-2	-1	10	1	14	28	-4	13	-23	-4	-8	1	10	17	2	1	-3	2	19	-5	-15	-22
6	-22	3	-10	15	-10	2	20	4	-5	2	5	12	-2	-30	20	-8	-25	22	8	-5	24	-1	1	-9	-7	5	10	-5	25	4	3	-5	-1	-19	7	5	2	15	-20	-13	33	0	-21	-8	-28	-13	7	51	7	-14	-13	7	8	18	-3	25	-13	0	20	6	-2	-14	24	-8	-36	24	-4	-12	-4	9	-7	-14	-19	8	-32	21	-17	32	-15	-31	5	-2	3	14	-24	10	35	26	-24	3	13	38	-13	16	-26	-19	-26	8	6	-13	10	-11	-4	3	8	-18	11	9	-10	7	20	-4	-19	18	9	21	3	39	4	-8	3	-14	24	-29	-13	-14	16
-23	-16	13	-24	8	-10	18	-8	19	-11	8	10	10	-9	17	12	-17	27	-7	-17	-12	12	-23	39	-11	6	-6	6	2	28	-1	1	3	5	5	-3	2	-24	3	3	41	7	-2	19	-9	-8	15	13	12	-11	-7	-3	7	16	-9	16	-6	-8	25	17	0	-7	-11	6	-20	11	0	4	5	-13	0	-13	6	35	-5	10	-7	15	-23	-9	-7	3	19	14	-24	-15	20	28	-19	17	19	33	-33	10	-16	-10	-20	17	30	27	-13	28	-3	0	-10	-32	21	34	-11	7	11	-11	-1	-25	21	-11	-18	0	-23	-9	-14	17	-2	-15	-18	5	13	3
-18	18	-21	22	-23	0	-36	12	-2	-21	8	-6	-22	0	3	-8	4	3	-3	-2	12	-6	5	-16	-8	28	-4	-21	25	-11	7	4	-8	-8	-18	-8	-9	21	10	15	17	-10	10	6	-16	-10	-17	13	24	-21	-29	14	5	-10	0	-8	-11	30	-4	2	1	-25	20	-21	-19	8	17	6	-23	-21	6	9	19	-2	3	3	-10	-1	-16	-8	33	-13	1	4	-1	35	24	10	4	1	-7	-14	-3	12	6	-7	17	20	0	-32	18	-7	31	-8	-20	39	31	-18	-13	8	-6	-5	-11	11	-19	-24	-1	10	10	-13	19	-7	7	-24	-2	-2	-1	10
4	-20	10	-24	15	-18	18	6	-11	17	-4	-20	-2	-14	30	-17	-4	18	-13	-17	-5	-25	1	-27	30	10	-43	11	-14	-8	38	-10	-33	25	-32	14	4	24	7	10	-14	6	23	-8	-12	4	2	49	-12	-28	3	6	-7	1	7	-2	-3	10	-18	12	-33	-20	3	-35	-2	-1	1	-19	4	0	40	8	17	-2	8	10	-1	4	-15	12	-27	-24	2	18	-4	10	-25	-3	-13	6	-1	-16	5	15	-18	-4	19	-8	3	-2	-8	-3	-8	1	17	3	6	9	-1	14	-3	-4	0	-7	-25	1	32	-10	-4	-7	-21	-1	-10	-11	3	6	6	-3
-6	-7	18	-15	-3	-24	1	-8	-1	-26	7	-1	21	-9	0	-35	33	-6	-27	41	-30	3	-6	-2	11	-10	0	1	-13	28	-21	-17	27	-19	-5	15	22	-15	17	-13	-14	22	-19	-23	16	1	32	14	-13	9	24	7	-20	3	-6	-9	10	-20	24	-40	3	21	-12	20	-2	2	9	-3	-23	1	-4	-3	-16	8	-12	8	-6	4	3	-12	-31	36	34	-2	-4	4	-3	3	2	-4	-2	-25	42	4	-28	-10	-4	10	0	27	-2	12	-8	14	-6	-8	-3	2	16	0	19	22	-16	-17	10	33	-11	-28	1	-14	13	-2	-4	-18	-16	26	3	1
8	1	-8	-6	-40	12	4	12	-7	-30	11	2	-31	7	-31	38	10	-13	17	-12	-3	29	-18	5	-14	-21	-32	-12	25	11	-4	32	-55	11	4	11	11	-17	-7	-10	6	-16	-4	6	-12	-25	37	-15	-9	6	-17	2	-5	6	2	7	11	22	-43	28	17	-15	-11	-2	3	38	6	-28	-17	30	13	12	-6	13	-5	-6	-8	-8	15	10	18	19	1	-23	-6	4	2	15	7	-2	-7	12	24	-8	-9	4	-19	17	-37	11	-8	5	19	3	6	2	11	14	17	15	7	23	-27	16	30	-17	-14	10	-11	9	-9	6	1	0	2	5	-27	-11
21	-19	-10	1	21	6	-11	8	-24	0	-19	-5	0	-6	9	38	-24	5	9	5	10	2	-13	-3	-14	-21	7	17	29	3	5	-33	-14	10	-1	23	-21	17	-1	6	-13	19	5	-18	-36	48	-4	7	-3	-3	-12	0	20	10	-36	5	15	-39	17	26	-15	-2	14	18	32	-3	-30	-6	18	7	17	-26	2	-5	6	14	23	2	-14	-18	-16	-12	-4	-21	7	-19	11	-3	13	-2	-15	24	-19	-24	0	-14	12	9	23	-2	-12	6	14	-13	-15	18	12	-3	8	9	-5	-9	12	29	-9	8	-8	-14	37	-16	-2	-25	7	-28	10	-14	-3	-22
2	2	-1	17	9	-26	9	15	-14	13	10	16	-2	0	15	-8	-34	-5	15	-12	-9	1	1	1	8	3	-18	-13	10	-19	-37	1	10	-6	7	10	-23	1	-17	-31	18	-22	-6	-7	25	31	-16	24	-37	13	-4	17	-2	-22	-10	13	16	3	19	-33	9	6	23	8	-22	-31	-5	-10	6	-13	-8	-30	-1	6	9	3	-10	-22	-22	-22	20	-9	4	-8	-14	0	-16	24	-7	-20	-6	4	-12	-14	11	12	22	0	10	-41	9	-11	-11	-3	11	-15	0	-3	-2	-9	-23	22	-6	-9	15	-20	-27	10	-3	-14	-39	3	-14	-1	10	-21	2	12
6	-8	23	-3	-19	13	17	-29	-9	19	4	-25	-10	13	9	-22	1	-4	-13	-28	12	-12	12	-7	-11	-27	-30	14	1	-44	28	-4	9	9	10	-8	-12	0	-21	0	1	-38	30	15	9	-21	-4	-30	30	-7	17	-30	-2	-36	18	60	-10	26	-13	15	10	-18	11	-16	-23	21	-11	2	-4	13	-17	-12	3	14	-16	-31	-18	-20	2	-1	-6	24	-16	11	23	-9	30	-15	-3	-23	19	-14	-15	17	-3	34	-20	-20	-30	13	-11	5	25	-7	-7	-4	-16	10	0	-4	18	9	11	21	-13	-21	16	15	2	-19	0	-6	8	23	-46	9	-13	9
-2	-10	20	-7	32	-5	11	-8	9	23	-38	17	16	17	3	-25	1	22	-20	-13	11	24	-1	-9	-33	-5	-3	14	-36	10	18	0	-8	2	1	-20	19	15	5	26	-9	46	-5	-15	-13	0	-17	16	14	-6	12	-10	1	-9	24	-10	-15	-28	-9	-9	-1	-5	15	-16	21	8	-17	-6	0	-17	-34	-19	29	-10	-11	24	8	4	0	-15	33	-22	-1	13	0	20	7	-44	35	-15	25	-19	19	26	-18	-3	-30	-5	24	-33	1	40	-17	-6	29	-7	13	4	8	-10	7	-16	10	-8	-41	17	-3	2	-27	0	3	17	20	-36	0	14	-3	2
17	18	-13	16	3	-9	-1	0	17	-2	-3	41	25	-26	-20	-7	4	5	-14	17	17	-13	-9	-16	6	6	4	-18	-16	15	-32	13	-13	0	12	-2	12	-15	-4	1	9	26	-26	-19	9	-26	-4	23	-19	18	-33	23	-4	29	-5	-2	-20	1	-2	9	-2	13	-28	18	13	-4	11	-5	9	4	-16	-1	15	-14	11	0	-19	3	-9	30	4	-5	31	3	-1	-2	-42	20	13	12	-8	-6	24	-20	29	-28	14	-6	-8	-18	32	-25	-17	12	-4	-19	23	1	11	-1	8	5	-5	-22	9	22	-26	1	-6	-34	-5	9	-12	-19	14	-10	20	-9
22	-8	-6	-9	8	-4	-25	16	14	-33	10	-2	-19	-47	3	11	-5	-9	6	23	-5	-5	-12	-12	-15	-7	7	-3	13	-15	-17	0	-8	11	10	-13	19	-17	-15	16	0	-21	1	11	13	-31	30	-6	-15	-31	6	0	-9	-14	0	-23	9	-9	-7	-23	-2	13	-10	32	-6	18	5	-10	3	-20	-26	18	2	16	10	-24	-21	-4	15	7	0	18	-13	-8	-9	-3	8	36	-20	-5	-23	23	6	14	10	-21	12	-13	12	15	-1	-19	27	3	-10	4	18	-10	2	-17	24	-3	-17	8	18	-17	-5	3	-9	-9	8	15	-34	11	-10	12	-28	-20
-25	19	-16	25	-40	-2	-18	40	-3	-6	-1	4	-33	30	17	-8	7	-3	-24	19	-24	-10	0	-5	-17	20	-9	1	-22	0	17	9	7	8	-13	13	-12	-9	30	7	-10	-11	0	6	-17	-15	15	-19	17	2	13	-20	-25	-9	-14	13	-27	6	-12	-4	17	-11	27	1	19	-15	-24	4	-1	-3	25	44	-11	23	-23	-4	16	14	15	24	-21	11	-4	15	-2	-2	16	1	-21	4	-5	14	-19	-10	-36	6	-4	10	-21	15	-4	-11	22	-36	2	18	1	11	-8	5	-1	-32	31	10	1	12	-5	-36	-13	-14	11	-6	-6	30	13	11	-9	17
16	-3	1	-22	-4	-16	19	-26	-17	-32	10	-14	7	12	-8	1	-4	6	15	-20	-3	6	-7	-5	15	26	-18	-9	5	4	-16	1	-21	36	-17	34	1	23	8	-34	28	-7	10	4	-21	33	17	6	10	-19	15	-21	18	-12	7	-11	-7	12	-5	32	-12	20	-7	0	-7	12	-10	17	-7	-1	5	-4	21	7	12	2	9	38	0	-28	-10	-5	16	-2	-15	-6	-12	-46	10	3	-13	10	-1	12	-18	19	-4	6	4	13	-17	18	-29	-9	15	10	-37	4	-6	7	-22	16	19	6	-7	10	-47	10	-10	12	-6	-4	20	-2	-2	-4	-2	-4
30	-18	-5	-14	-9	22	-7	-22	-13	-6	-4	9	-25	13	-21	1	2	22	-5	-8	13	-6	-2	-9	12	-24	8	21	31	-21	15	18	19	7	28	-9	21	-14	-33	32	-11	-10	1	-14	12	-1	-16	-25	-5	-13	2	4	28	-9	4	-5	9	-15	19	-14	-7	25	3	-2	1	3	1	-29	-5	-3	22	25	5	7	-4	-10	42	-10	-33	-2	0	-11	5	0	7	-19	-6	11	11	-17	34	-12	10	-1	0	-7	0	-2	13	4	7	-4	-30	9	-16	-18	-6	-14	20	-12	12	2	10	-19	-15	-26	-3	-8	-6	5	33	4	5	-6	-4	2	-19	6
-16	15	-13	-11	0	15	-3	-9	-20	-15	13	-11	8	19	-21	8	-8	5	-33	24	-44	-9	5	-33	13	6	40	1	-22	8	8	19	6	7	5	0	0	-34	17	2	-28	4	6	-8	1	-8	-19	9	14	-18	5	21	-3	-11	-5	10	-23	23	-15	-13	28	-13	5	-17	10	-16	-27	-13	8	-9	34	5	-16	-21	18	4	10	-25	6	11	-40	22	13	-4	-24	-2	5	2	-33	13	3	16	-6	-15	5	6	15	-2	24	-38	-2	-28	16	-29	-10	12	20	-31	21	-18	21	-17	-35	-10	7	-18	2	-5	7	16	14	-20	-8	-4	12	-14	15	-2
-21	-11	-13	3	19	-33	18	-8	4	20	12	-8	12	2	-13	37	-1	-9	12	-13	-15	33	-19	34	23	-1	-17	-26	1	29	8	18	10	-5	-26	11	-22	-16	17	-25	7	11	-1	-3	-24	-2	-6	15	-24	16	33	-9	16	-28	11	-3	37	-11	8	15	-7	11	-42	31	-7	-24	5	22	19	5	14	-18	-28	33	17	2	-14	-6	13	-28	19	46	6	-6	-4	14	-33	-6	5	16	8	-2	-33	-14	7	18	-34	-3	-16	-19	-9	-5	-3	16	23	9	-20	27	-17	10	16	-18	11	30	-6	-10	-14	6	31	-5	-23	-11	29	-19	12	-26	8	19
-15	1	-17	24	-24	9	-4	5	14	24	-1	9	-5	-2	6	4	7	-20	-15	2	19	-7	1	8	-26	1	3	8	7	6	-1	-6	-12	-21	-8	2	-2	12	24	-31	20	-45	-10	-2	-10	-4	20	-4	-23	41	-7	0	9	-27	33	12	-1	9	-14	-4	0	-22	11	22	-20	13	11	-10	-8	29	16	-29	-9	10	-9	-10	-7	33	-11	26	15	-33	-1	-16	-4	-22	-14	6	29	-8	-8	-10	-12	23	11	-28	-12	-7	3	11	-6	-4	9	20	-16	-26	18	-9	24	-1	-14	-7	26	-8	-24	20	-15	27	-5	-26	0	47	-13	17	-27	27	24	-19
-2	-3	22	-21	-10	-1	-9	15	-21	-9	5	-17	30	11	14	-7	22	-8	12	-13	-9	-4	17	-31	18	30	13	4	9	8	-5	-7	-15	-10	0	-3	-17	-4	-27	-2	-7	5	-14	-13	26	-7	1	-30	31	-2	2	-10	-23	29	9	0	-11	-15	24	-17	23	6	31	-6	7	-1	2	-2	4	-3	-5	-43	19	9	13	-28	44	-13	2	3	-21	4	-7	-2	-18	18	-22	16	-3	13	11	-7	8	12	-38	-16	-12	15	-10	4	6	36	10	-14	-26	29	2	6	-2	-12	-3	20	14	-27	10	0	0	26	-19	5	40	-14	-21	-21	14	45	-19	-16
-11	-8	9	-25	-16	28	6	14	-13	13	6	24	-29	-7	-5	-27	-6	4	-6	-10	-2	26	-41	1	18	-8	-33	4	-3	-16	-4	-25	-15	10	31	-7	-17	17	-12	-13	-6	2	-30	-7	23	-3	5	17	15	-21	-8	3	20	22	8	11	2	35	-15	-11	7	19	-17	2	-28	-2	2	13	-10	0	-11	18	15	9	-39	30	1	-10	12	-14	30	3	22	-14	4	-35	0	-10	4	9	-11	-12	11	7	-9	-8	-8	22	-2	10	17	-11	-7	-45	11	0	-7	-12	-30	7	26	21	-20	23	13	-8	17	-8	18	16	-5	-18	-6	-8	15	-5	-21	19
-31	9	-3	-8	4	15	10	-26	5	14	4	-20	5	-22	4	-6	20	-18	-10	1	11	-30	-15	11	-20	2	-10	12	-22	25	8	-17	14	20	1	9	0	11	-33	-8	10	-33	-4	21	-6	29	-14	22	-26	28	-15	7	5	1	-31	9	7	-5	-31	8	10	-8	-5	-2	28	16	9	-16	8	19	-15	-9	-7	8	23	12	-32	11	-12	29	6	-15	-1	-10	-30	-16	16	10	-7	13	-5	22	17	-9	-4	5	30	4	17	6	12	-9	-11	17	-3	16	11	-21	22	15	14	-5	-5	-7	0	-17	4	7	-9	7	-3	-17	-1	-12	-12	-18	4	-16
-29	35	-23	-4	9	12	2	-26	-2	-10	-14	-6	-1	-22	-1	-2	-8	-9	14	2	-7	-17	-8	-2	1	14	-15	3	13	-9	-4	12	9	5	4	-36	11	-5	9	17	-2	-5	27	38	4	1	-11	8	10	24	-12	-7	-6	4	2	3	4	-33	-4	18	-6	-5	20	8	17	-32	-3	-14	20	4	2	7	10	8	-18	8	-8	20	15	7	-29	-35	10	-13	-8	1	-7	-18	15	-8	-4	15	-7	-6	12	29	-8	-16	25	-13	-8	-9	6	-5	-9	6	-6	-16	28	-16	-13	-16	14	4	26	-20	27	-14	-34	31	-11	9	-2	-2	11	18	-20	26
25	14	-6	10	2	4	-24	-1	24	-7	20	2	7	2	4	-12	-12	-6	10	-12	-9	9	-11	21	4	-34	-5	16	-4	-4	-13	-5	-4	17	-31	-13	8	16	-8	-15	-22	23	16	0	-18	-18	15	-19	3	-8	17	-4	23	-4	-7	-27	8	-12	29	-37	-2	28	4	3	-19	-16	4	13	-8	5	2	16	12	12	19	0	-18	18	-1	-18	-14	6	-1	-23	-8	-13	-17	25	8	1	-1	7	15	-8	11	-31	-33	49	-16	-4	-6	-8	-7	5	6	27	-16	35	-36	-8	-23	42	-11	3	-4	-6	15	1	14	14	-14	-5	-28	11	4	-10	12	-2
35	-21	6	-21	12	-14	-4	38	12	5	32	20	-9	-5	-7	-12	0	-24	15	13	2	-1	34	4	-1	-15	27	12	-21	0	-13	-11	25	-44	13	29	6	-20	8	-10	18	1	-8	0	-21	23	-25	22	-3	-2	3	11	14	-6	-4	5	-10	14	-17	8	31	8	-24	-12	-24	20	15	-19	19	1	4	30	10	24	-6	-13	20	2	-34	10	-12	15	-8	8	7	-9	20	-7	-6	20	0	7	-23	10	-19	-33	13	-13	-46	24	-16	-10	-13	-29	28	-7	-3	-14	-28	13	31	15	1	-4	14	8	-6	-17	10	-3	-7	-19	22	-3	-17	-4	-3	-21
-9	-18	-28	7	2	-28	20	2	-5	11	9	0	-24	-20	-7	-22	-4	15	17	-24	-15	8	28	-15	-8	-3	19	-22	-17	12	5	24	-9	17	10	-4	-7	-1	-2	-23	-3	-6	10	-12	11	-26	13	11	-26	24	-5	8	0	-12	5	13	-24	6	-5	-4	-13	-11	-11	-19	-1	3	-33	8	-22	0	16	15	7	8	-15	-14	2	-34	38	-15	-21	14	-28	24	-18	-6	5	4	-17	37	0	-10	16	-15	-38	-3	-10	-23	14	-25	-14	3	-25	29	10	-7	-18	-18	0	27	3	13	4	20	14	7	-5	-7	14	-10	-11	2	1	-17	7	-2	2	4
-20	3	-5	-16	-16	15	3	12	-3	-14	1	-12	-1	14	-36	-12	3	11	-19	4	7	34	17	-24	-17	-1	-5	-9	3	4	-9	-3	-2	7	-8	-17	5	-6	-21	-25	-4	30	1	8	-16	14	-16	-12	21	-6	6	-4	8	-1	-8	-16	20	-2	0	-5	-1	-7	13	1	24	-19	2	21	15	19	11	8	-8	9	-23	6	-10	-8	10	-39	23	-12	25	-18	-26	3	26	-21	10	-9	-25	-6	7	-44	-10	-18	-6	-12	2	-2	-6	-1	-5	2	6	-34	10	-9	37	15	-8	10	-32	6	-13	13	11	17	-18	7	8	-8	2	-9	19	-8	-8	-4
